step,train_acc,test_acc,train_loss,test_loss,weight_l2_norm,weight_decay,train_frac,seed
0,0.016300495713949203,0.010930621065199375,4.564075946807861,4.583747863769531,57.61603546142578,1.0,0.3,0
100,0.9468461871147156,0.00045544252498075366,0.8834804892539978,8.559977531433105,64.24427795410156,1.0,0.3,0
200,1.0,0.0003036283596884459,0.052301403135061264,11.916967391967773,67.03430938720703,1.0,0.3,0
300,1.0,0.0003036283596884459,0.03759296238422394,11.758636474609375,65.05264282226562,1.0,0.3,0
400,1.0,0.00015181417984422296,0.03074176423251629,11.607105255126953,63.414039611816406,1.0,0.3,0
500,1.0,0.00015181417984422296,0.026230288669466972,11.496199607849121,62.150474548339844,1.0,0.3,0
600,1.0,0.00015181417984422296,0.022895485162734985,11.418473243713379,61.2092170715332,1.0,0.3,0
700,1.0,0.0003036283596884459,0.020300958305597305,11.366511344909668,60.528995513916016,1.0,0.3,0
800,1.0,0.0003036283596884459,0.01820346526801586,11.33168888092041,60.06386947631836,1.0,0.3,0
900,1.0,0.0003036283596884459,0.016430290415883064,11.314842224121094,59.7680549621582,1.0,0.3,0
1000,1.0,0.0003036283596884459,0.01492264587432146,11.307901382446289,59.60334396362305,1.0,0.3,0
1100,1.0,0.0003036283596884459,0.013610539957880974,11.316876411437988,59.5380744934082,1.0,0.3,0
1200,1.0,0.00045544252498075366,0.01247965544462204,11.333327293395996,59.5477180480957,1.0,0.3,0
1300,1.0,0.00045544252498075366,0.011470618657767773,11.359772682189941,59.615699768066406,1.0,0.3,0
1400,1.0,0.0003036283596884459,0.010565947741270065,11.392738342285156,59.720611572265625,1.0,0.3,0
1500,1.0,0.00045544252498075366,0.009754210710525513,11.429634094238281,59.850425720214844,1.0,0.3,0
1600,1.0,0.0006072567193768919,0.009035350754857063,11.473169326782227,59.995758056640625,1.0,0.3,0
1700,1.0,0.00045544252498075366,0.008380874060094357,11.521710395812988,60.15297317504883,1.0,0.3,0
1800,1.0,0.00045544252498075366,0.007781095802783966,11.572898864746094,60.312355041503906,1.0,0.3,0
1900,1.0,0.00045544252498075366,0.007240260485559702,11.62334156036377,60.46955490112305,1.0,0.3,0
2000,1.0,0.0006072567193768919,0.0067430357448756695,11.676156997680664,60.62418746948242,1.0,0.3,0
2100,1.0,0.00075907091377303,0.0062881093472242355,11.729308128356934,60.77183151245117,1.0,0.3,0
2200,1.0,0.00075907091377303,0.005872910842299461,11.784565925598145,60.91115188598633,1.0,0.3,0
2300,1.0,0.00075907091377303,0.005492102820426226,11.838059425354004,61.04249572753906,1.0,0.3,0
2400,1.0,0.0009108850499615073,0.005139792803674936,11.8915433883667,61.16839599609375,1.0,0.3,0
2500,1.0,0.0009108850499615073,0.004816198721528053,11.945544242858887,61.28840255737305,1.0,0.3,0
2600,1.0,0.0009108850499615073,0.004516778513789177,12.001649856567383,61.39955139160156,1.0,0.3,0
2700,1.0,0.0009108850499615073,0.004242678172886372,12.056366920471191,61.5028190612793,1.0,0.3,0
2800,1.0,0.0009108850499615073,0.0039859795942902565,12.107922554016113,61.602169036865234,1.0,0.3,0
2900,1.0,0.00075907091377303,0.0037483107298612595,12.157744407653809,61.69279098510742,1.0,0.3,0
3000,1.0,0.0009108850499615073,0.003528627334162593,12.204521179199219,61.778038024902344,1.0,0.3,0
3100,1.0,0.00075907091377303,0.0033240625634789467,12.249795913696289,61.859283447265625,1.0,0.3,0
3200,1.0,0.0009108850499615073,0.0031351817306131124,12.296426773071289,61.93690872192383,1.0,0.3,0
3300,1.0,0.00075907091377303,0.002957924734801054,12.3449125289917,62.01053237915039,1.0,0.3,0
3400,1.0,0.00075907091377303,0.0027915064711123705,12.39183521270752,62.08082580566406,1.0,0.3,0
3500,1.0,0.0006072567193768919,0.0026367069222033024,12.4358491897583,62.147003173828125,1.0,0.3,0
3600,1.0,0.0006072567193768919,0.0024916932452470064,12.479859352111816,62.21047592163086,1.0,0.3,0
3700,1.0,0.00045544252498075366,0.0023556645028293133,12.522167205810547,62.2716064453125,1.0,0.3,0
3800,1.0,0.00045544252498075366,0.002228973899036646,12.562326431274414,62.330875396728516,1.0,0.3,0
3900,1.0,0.00045544252498075366,0.0021113832481205463,12.602027893066406,62.390419006347656,1.0,0.3,0
4000,1.0,0.00045544252498075366,0.002001054584980011,12.642181396484375,62.450599670410156,1.0,0.3,0
4100,1.0,0.0003036283596884459,0.0018968010554090142,12.681035995483398,62.51077651977539,1.0,0.3,0
4200,1.0,0.00015181417984422296,0.0017978819087147713,12.720325469970703,62.569942474365234,1.0,0.3,0
4300,1.0,0.00015181417984422296,0.0017048877198249102,12.758696556091309,62.627437591552734,1.0,0.3,0
4400,1.0,0.00015181417984422296,0.001618488342501223,12.795141220092773,62.6845817565918,1.0,0.3,0
4500,1.0,0.00015181417984422296,0.0015368644380941987,12.830496788024902,62.74234390258789,1.0,0.3,0
4600,1.0,0.00015181417984422296,0.0014594539534300566,12.868476867675781,62.80060577392578,1.0,0.3,0
4700,1.0,0.00015181417984422296,0.0013865705113857985,12.907247543334961,62.858909606933594,1.0,0.3,0
4800,1.0,0.00015181417984422296,0.0013177057262510061,12.944517135620117,62.91804122924805,1.0,0.3,0
4900,1.0,0.00015181417984422296,0.0012523954501375556,12.98052978515625,62.97756576538086,1.0,0.3,0
5000,1.0,0.00015181417984422296,0.0011903390986844897,13.0173978805542,63.03681564331055,1.0,0.3,0
5100,1.0,0.00015181417984422296,0.0011317891767248511,13.052909851074219,63.09477615356445,1.0,0.3,0
5200,1.0,0.0003036283596884459,0.0010765142505988479,13.087089538574219,63.15313720703125,1.0,0.3,0
5300,1.0,0.00045544252498075366,0.001024171826429665,13.122886657714844,63.21229934692383,1.0,0.3,0
5400,1.0,0.0003036283596884459,0.0009746045689098537,13.157087326049805,63.2716064453125,1.0,0.3,0
5500,1.0,0.00045544252498075366,0.000927541870623827,13.191242218017578,63.3326416015625,1.0,0.3,0
5600,1.0,0.00045544252498075366,0.0008823624812066555,13.224184036254883,63.39277648925781,1.0,0.3,0
5700,1.0,0.00045544252498075366,0.0008395052864216268,13.255743026733398,63.4518928527832,1.0,0.3,0
5800,1.0,0.0006072567193768919,0.0007988550933077931,13.283461570739746,63.510013580322266,1.0,0.3,0
5900,1.0,0.0006072567193768919,0.0007602000841870904,13.3076753616333,63.56657409667969,1.0,0.3,0
6000,1.0,0.0009108850499615073,0.0007238889811560512,13.3301362991333,63.621673583984375,1.0,0.3,0
6100,1.0,0.0009108850499615073,0.0006892475648783147,13.352225303649902,63.676979064941406,1.0,0.3,0
6200,1.0,0.0009108850499615073,0.0006563286297023296,13.374015808105469,63.73219299316406,1.0,0.3,0
6300,1.0,0.00075907091377303,0.0006250507431104779,13.394449234008789,63.786468505859375,1.0,0.3,0
6400,1.0,0.0009108850499615073,0.0005949988262727857,13.416186332702637,63.83976745605469,1.0,0.3,0
6500,1.0,0.0009108850499615073,0.0005667686345987022,13.435648918151855,63.89214324951172,1.0,0.3,0
6600,1.0,0.00075907091377303,0.0005396332708187401,13.455924987792969,63.94411849975586,1.0,0.3,0
6700,1.0,0.0009108850499615073,0.0005138787673786283,13.474018096923828,63.99451446533203,1.0,0.3,0
6800,1.0,0.0009108850499615073,0.0004894948215223849,13.489195823669434,64.04431915283203,1.0,0.3,0
6900,1.0,0.0010626992443576455,0.0004662834689952433,13.504366874694824,64.09375762939453,1.0,0.3,0
7000,1.0,0.0010626992443576455,0.00044406496454030275,13.516213417053223,64.14192962646484,1.0,0.3,0
7100,1.0,0.0010626992443576455,0.0004229623300489038,13.524785041809082,64.18839263916016,1.0,0.3,0
7200,1.0,0.0010626992443576455,0.00040282015106640756,13.531434059143066,64.23356628417969,1.0,0.3,0
7300,1.0,0.0009108850499615073,0.0003837594704236835,13.536141395568848,64.27771759033203,1.0,0.3,0
7400,1.0,0.0009108850499615073,0.00036547379568219185,13.53711986541748,64.3200912475586,1.0,0.3,0
7500,1.0,0.0009108850499615073,0.0003481106541585177,13.536283493041992,64.3612289428711,1.0,0.3,0
7600,1.0,0.0009108850499615073,0.0003315472567919642,13.5308837890625,64.40168762207031,1.0,0.3,0
7700,1.0,0.0009108850499615073,0.00031575540197081864,13.520501136779785,64.43975830078125,1.0,0.3,0
7800,1.0,0.00075907091377303,0.0003007954510394484,13.511063575744629,64.47679138183594,1.0,0.3,0
7900,1.0,0.0009108850499615073,0.000286455120658502,13.498457908630371,64.51280975341797,1.0,0.3,0
8000,1.0,0.0010626992443576455,0.00027279541245661676,13.482486724853516,64.54651641845703,1.0,0.3,0
8100,1.0,0.001366327633149922,0.00025982598890550435,13.461469650268555,64.57788848876953,1.0,0.3,0
8200,1.0,0.001366327633149922,0.0002475128276273608,13.43519115447998,64.60859680175781,1.0,0.3,0
8300,1.0,0.00151814182754606,0.00023566503659822047,13.401726722717285,64.6380844116211,1.0,0.3,0
8400,1.0,0.0018217700999230146,0.00022421729227062315,13.357156753540039,64.66319274902344,1.0,0.3,0
8500,1.0,0.0018217700999230146,0.0002135428658220917,13.30782699584961,64.68418884277344,1.0,0.3,0
8600,1.0,0.00151814182754606,0.00020331346604507416,13.255515098571777,64.70360565185547,1.0,0.3,0
8700,1.0,0.0016699560219421983,0.00019351582159288228,13.194910049438477,64.72003173828125,1.0,0.3,0
8800,1.0,0.002125398488715291,0.00018410694610793144,13.123896598815918,64.73265838623047,1.0,0.3,0
8900,1.0,0.002125398488715291,0.0001751304662320763,13.043877601623535,64.74003601074219,1.0,0.3,0
9000,1.0,0.002277212683111429,0.00016657094238325953,12.951822280883789,64.74214172363281,1.0,0.3,0
9100,1.0,0.002884469460695982,0.00015844963490962982,12.850354194641113,64.7389144897461,1.0,0.3,0
9200,1.0,0.0025808410719037056,0.00015053938841447234,12.734247207641602,64.72891998291016,1.0,0.3,0
9300,1.0,0.00303628365509212,0.00014304192154668272,12.600987434387207,64.70954132080078,1.0,0.3,0
9400,1.0,0.0033399120438843966,0.00013581471284851432,12.449636459350586,64.68069458007812,1.0,0.3,0
9500,1.0,0.003947168588638306,0.0001289353967877105,12.278806686401367,64.6412124633789,1.0,0.3,0
9600,1.0,0.00470623979344964,0.00012238362978678197,12.089475631713867,64.59166717529297,1.0,0.3,0
9700,1.0,0.005617124494165182,0.00011613808601396158,11.879941940307617,64.53153991699219,1.0,0.3,0
9800,1.0,0.006528009660542011,0.00011023657134501263,11.653510093688965,64.46221160888672,1.0,0.3,0
9900,1.0,0.008046151138842106,0.00010453932191012427,11.411025047302246,64.38349151611328,1.0,0.3,0
10000,1.0,0.00941247958689928,9.908196079777554e-05,11.14822006225586,64.2944564819336,1.0,0.3,0
10100,1.0,0.012752391397953033,9.391005733050406e-05,10.864787101745605,64.19307708740234,1.0,0.3,0
10200,1.0,0.014118718914687634,8.888381125871092e-05,10.565083503723145,64.07943725585938,1.0,0.3,0
10300,1.0,0.017155002802610397,8.412233728449792e-05,10.247803688049316,63.95071029663086,1.0,0.3,0
10400,1.0,0.020343100652098656,7.950883446028456e-05,9.907875061035156,63.80586624145508,1.0,0.3,0
10500,1.0,0.02474571205675602,7.512464071623981e-05,9.552978515625,63.6451416015625,1.0,0.3,0
10600,1.0,0.028237437829375267,7.090841245371848e-05,9.179780006408691,63.46580123901367,1.0,0.3,0
10700,1.0,0.034461818635463715,6.696181662846357e-05,8.791910171508789,63.269248962402344,1.0,0.3,0
10800,1.0,0.042507968842983246,6.323659181362018e-05,8.399801254272461,63.05922317504883,1.0,0.3,0
10900,1.0,0.04706239700317383,5.977703767712228e-05,8.008086204528809,62.83761978149414,1.0,0.3,0
