step,train_acc,test_acc,train_loss,test_loss,weight_l2_norm,weight_decay,train_frac,seed
0,0.014615997672080994,0.007793128024786711,4.566777229309082,4.584382057189941,57.02457809448242,1.0,0.4,4
100,0.8315173983573914,0.00017711654072627425,1.344051718711853,7.8595499992370605,64.30831146240234,1.0,0.4,4
200,1.0,0.0008855827036313713,0.06477359682321548,11.854063987731934,69.53360748291016,1.0,0.4,4
300,1.0,0.000708466162905097,0.0445592924952507,11.787721633911133,67.89163208007812,1.0,0.4,4
400,1.0,0.0008855827036313713,0.0363786481320858,11.659895896911621,66.47321319580078,1.0,0.4,4
500,1.0,0.0008855827036313713,0.03104287013411522,11.561402320861816,65.4012451171875,1.0,0.4,4
600,1.0,0.000708466162905097,0.027145322412252426,11.493413925170898,64.62774658203125,1.0,0.4,4
700,1.0,0.000708466162905097,0.024101777002215385,11.445479393005371,64.09878540039062,1.0,0.4,4
800,1.0,0.0010626992443576455,0.021590404212474823,11.404121398925781,63.76226043701172,1.0,0.4,4
900,1.0,0.0010626992443576455,0.01950867846608162,11.379314422607422,63.57370376586914,1.0,0.4,4
1000,1.0,0.000708466162905097,0.01772129163146019,11.365999221801758,63.49852752685547,1.0,0.4,4
1100,1.0,0.0005313496221788228,0.016171425580978394,11.35875129699707,63.50880813598633,1.0,0.4,4
1200,1.0,0.0005313496221788228,0.01480131410062313,11.36434555053711,63.5820426940918,1.0,0.4,4
1300,1.0,0.000708466162905097,0.013594096526503563,11.377779006958008,63.69690704345703,1.0,0.4,4
1400,1.0,0.000708466162905097,0.012520477175712585,11.395892143249512,63.83759307861328,1.0,0.4,4
1500,1.0,0.0008855827036313713,0.011552883312106133,11.417411804199219,63.99713134765625,1.0,0.4,4
1600,1.0,0.000708466162905097,0.010683721862733364,11.445592880249023,64.16631317138672,1.0,0.4,4
1700,1.0,0.0008855827036313713,0.009897791780531406,11.47498607635498,64.33740234375,1.0,0.4,4
1800,1.0,0.0008855827036313713,0.009180610999464989,11.50499153137207,64.50579833984375,1.0,0.4,4
1900,1.0,0.0008855827036313713,0.008534279651939869,11.535501480102539,64.66851806640625,1.0,0.4,4
2000,1.0,0.0008855827036313713,0.00793792586773634,11.56006908416748,64.82402038574219,1.0,0.4,4
2100,1.0,0.0012398158432915807,0.007399251684546471,11.585177421569824,64.97012329101562,1.0,0.4,4
2200,1.0,0.0010626992443576455,0.00690744211897254,11.610265731811523,65.10687255859375,1.0,0.4,4
2300,1.0,0.0008855827036313713,0.006450656335800886,11.636977195739746,65.23535919189453,1.0,0.4,4
2400,1.0,0.000708466162905097,0.006030918098986149,11.65993595123291,65.35315704345703,1.0,0.4,4
2500,1.0,0.000708466162905097,0.0056442744098603725,11.678832054138184,65.46125030517578,1.0,0.4,4
2600,1.0,0.0008855827036313713,0.0052870213985443115,11.695257186889648,65.56211853027344,1.0,0.4,4
2700,1.0,0.0008855827036313713,0.004957942292094231,11.710516929626465,65.65404510498047,1.0,0.4,4
2800,1.0,0.0008855827036313713,0.0046566324308514595,11.723236083984375,65.73939514160156,1.0,0.4,4
2900,1.0,0.000708466162905097,0.004372073337435722,11.730512619018555,65.81719970703125,1.0,0.4,4
3000,1.0,0.000708466162905097,0.004108246881514788,11.72988510131836,65.88677215576172,1.0,0.4,4
3100,1.0,0.0008855827036313713,0.0038652876392006874,11.729185104370117,65.94898986816406,1.0,0.4,4
3200,1.0,0.000708466162905097,0.003638877999037504,11.724444389343262,66.00643157958984,1.0,0.4,4
3300,1.0,0.0010626992443576455,0.0034261576365679502,11.714405059814453,66.05625915527344,1.0,0.4,4
3400,1.0,0.0010626992443576455,0.003227964276447892,11.698534965515137,66.0988540649414,1.0,0.4,4
3500,1.0,0.0010626992443576455,0.003042631084099412,11.675259590148926,66.13409423828125,1.0,0.4,4
3600,1.0,0.0010626992443576455,0.0028705536387860775,11.643731117248535,66.16397094726562,1.0,0.4,4
3700,1.0,0.0010626992443576455,0.0027098015416413546,11.60389518737793,66.18896484375,1.0,0.4,4
3800,1.0,0.0010626992443576455,0.002559220651164651,11.55408763885498,66.2073974609375,1.0,0.4,4
3900,1.0,0.0010626992443576455,0.002417389303445816,11.493894577026367,66.22029113769531,1.0,0.4,4
4000,1.0,0.0015940489247441292,0.002284177578985691,11.426223754882812,66.22599792480469,1.0,0.4,4
4100,1.0,0.0017711654072627425,0.0021591484546661377,11.34805679321289,66.22405242919922,1.0,0.4,4
4200,1.0,0.002125398488715291,0.00204186188057065,11.263679504394531,66.21484375,1.0,0.4,4
4300,1.0,0.002125398488715291,0.0019314646488055587,11.16976261138916,66.20051574707031,1.0,0.4,4
4400,1.0,0.0024796316865831614,0.0018272860907018185,11.0714750289917,66.18135833740234,1.0,0.4,4
4500,1.0,0.002833864651620388,0.00172868010122329,10.96211051940918,66.15507507324219,1.0,0.4,4
4600,1.0,0.00336521421559155,0.0016363334143534303,10.846104621887207,66.12184143066406,1.0,0.4,4
4700,1.0,0.0038965640123933554,0.001548998523503542,10.727767944335938,66.08660125732422,1.0,0.4,4
4800,1.0,0.004073680378496647,0.0014663070905953646,10.602296829223633,66.0465316772461,1.0,0.4,4
4900,1.0,0.004605030175298452,0.0013890727423131466,10.475004196166992,66.00479125976562,1.0,0.4,4
5000,1.0,0.0051363795064389706,0.0013169527519494295,10.343887329101562,65.96034240722656,1.0,0.4,4
5100,1.0,0.006021962501108646,0.0012484847102314234,10.217602729797363,65.91688537597656,1.0,0.4,4
5200,1.0,0.006553312297910452,0.001182866864837706,10.08724308013916,65.87181091308594,1.0,0.4,4
5300,1.0,0.006907545030117035,0.0011206670897081494,9.954383850097656,65.8235092163086,1.0,0.4,4
5400,1.0,0.007261778227984905,0.0010623844573274255,9.819754600524902,65.77410888671875,1.0,0.4,4
5500,1.0,0.008147360756993294,0.0010067799594253302,9.683610916137695,65.72421264648438,1.0,0.4,4
5600,1.0,0.009032943286001682,0.000954307965002954,9.547871589660645,65.67062377929688,1.0,0.4,4
5700,1.0,0.010095642879605293,0.0009043268510140479,9.411458015441895,65.6170425415039,1.0,0.4,4
5800,1.0,0.010449876077473164,0.0008570558857172728,9.272697448730469,65.56118774414062,1.0,0.4,4
5900,1.0,0.011158342473208904,0.0008121451828628778,9.13271427154541,65.50257110595703,1.0,0.4,4
6000,1.0,0.012929507531225681,0.0007694247760809958,8.9896240234375,65.44036102294922,1.0,0.4,4
6100,1.0,0.014700672589242458,0.0007288234191946685,8.836023330688477,65.37367248535156,1.0,0.4,4
6200,1.0,0.017003187909722328,0.0006896468694321811,8.667643547058105,65.2997817993164,1.0,0.4,4
6300,1.0,0.018597237765789032,0.0006523430929519236,8.483410835266113,65.2153549194336,1.0,0.4,4
6400,1.0,0.02231668494641781,0.0006157853058539331,8.276700019836426,65.1166000366211,1.0,0.4,4
6500,1.0,0.025327665731310844,0.0005805353866890073,8.032593727111816,64.99515533447266,1.0,0.4,4
6600,1.0,0.030818277969956398,0.0005459628882817924,7.747531414031982,64.8481674194336,1.0,0.4,4
6700,1.0,0.037902940064668655,0.0005120662972331047,7.406274318695068,64.66368103027344,1.0,0.4,4
6800,1.0,0.04888416454195976,0.0004791049286723137,7.00624418258667,64.43631744384766,1.0,0.4,4
6900,1.0,0.062345024198293686,0.00044696833356283605,6.537756443023682,64.15744018554688,1.0,0.4,4
7000,1.0,0.0791710913181305,0.0004143106343690306,5.98893928527832,63.81396484375,1.0,0.4,4
7100,1.0,0.10715550929307938,0.00038180159754119813,5.342557430267334,63.38236618041992,1.0,0.4,4
7200,1.0,0.15285158157348633,0.0003499586891848594,4.604850769042969,62.84838104248047,1.0,0.4,4
7300,1.0,0.21944738924503326,0.0003185098757967353,3.7986953258514404,62.20337677001953,1.0,0.4,4
7400,1.0,0.30304640531539917,0.0002882146800402552,2.954350709915161,61.437076568603516,1.0,0.4,4
7500,1.0,0.42366278171539307,0.0002586330519989133,2.125659227371216,60.54524230957031,1.0,0.4,4
7600,1.0,0.5786397457122803,0.00023115455405786633,1.3942595720291138,59.52915573120117,1.0,0.4,4
7700,1.0,0.7267091870307922,0.00020691109239123762,0.8270326256752014,58.41358947753906,1.0,0.4,4
7800,1.0,0.8590152263641357,0.0001850164553616196,0.43619757890701294,57.22926330566406,1.0,0.4,4
7900,1.0,0.9394261240959167,0.000166001555044204,0.20517967641353607,56.00804901123047,1.0,0.4,4
8000,1.0,0.9783917665481567,0.00014996289974078536,0.08886449038982391,54.783966064453125,1.0,0.4,4
8100,1.0,0.9950407147407532,0.00013624349958263338,0.03663334250450134,53.589473724365234,1.0,0.4,4
8200,1.0,0.9987601637840271,0.0001243122824234888,0.014996196143329144,52.445152282714844,1.0,0.4,4
8300,1.0,0.9998228549957275,0.00011399611685192212,0.006416343152523041,51.36444091796875,1.0,0.4,4
8400,1.0,1.0,0.0001051100407494232,0.0029916956555098295,50.359657287597656,1.0,0.4,4
8500,1.0,1.0,9.741764370119199e-05,0.0015758250374346972,49.43893814086914,1.0,0.4,4
8600,1.0,1.0,9.06144778127782e-05,0.0009365523583255708,48.607479095458984,1.0,0.4,4
8700,1.0,1.0,8.445220009889454e-05,0.0006135127041488886,47.86192321777344,1.0,0.4,4
8800,1.0,1.0,7.897864998085424e-05,0.00043516606092453003,47.198448181152344,1.0,0.4,4
8900,1.0,1.0,7.385790377156809e-05,0.0003274904447607696,46.61024856567383,1.0,0.4,4
9000,1.0,1.0,6.908778595970944e-05,0.0002572734374552965,46.08700942993164,1.0,0.4,4
9100,1.0,1.0,6.436498370021582e-05,0.00020792620489373803,45.616329193115234,1.0,0.4,4
9200,1.0,1.0,5.960787530057132e-05,0.00017070390458684415,45.177772521972656,1.0,0.4,4
9300,1.0,1.0,5.470625910675153e-05,0.00014045517309568822,44.74898910522461,1.0,0.4,4
9400,1.0,1.0,4.992769390810281e-05,0.00011640148295555264,44.31026840209961,1.0,0.4,4
9500,1.0,1.0,4.5532437070505694e-05,9.701163799036294e-05,43.85633850097656,1.0,0.4,4
9600,1.0,1.0,4.1987445001723245e-05,8.180753502529114e-05,43.41221237182617,1.0,0.4,4
9700,1.0,1.0,3.9247497625183314e-05,7.040573837002739e-05,43.01344680786133,1.0,0.4,4
9800,1.0,1.0,3.712585385073908e-05,6.219817441888154e-05,42.68519973754883,1.0,0.4,4
9900,1.0,1.0,3.537406519171782e-05,5.639162554871291e-05,42.439334869384766,1.0,0.4,4
10000,1.0,1.0,3.367283716215752e-05,5.1875667850254104e-05,42.263511657714844,1.0,0.4,4
